equipo_tag,temp_motor_c,presion_hidraulica_psi,vibracion_rodamientos_mm_s,presion_aceite_psi,temp_refrigerante_c,rpm_motor,voltaje_sistema_v,corriente_a,desgaste_componente_hrs,falla_maquina,tipo_falla
PALA-02,76.08,3218.93,2.13,45.77,76.69,1978.9,27.07,167.07,1448.9,0,NORMAL
PALA-03,81.39,3462.17,2.92,50.64,79.89,1493.7,26.68,140.27,3407.1,0,NORMAL
PALA-01,78.77,3337.77,5.0,59.52,92.94,1703.7,26.83,176.57,3407.2,0,NORMAL
PALA-03,77.03,2204.68,2.0,25.8,74.09,1896.9,26.22,136.53,2509.9,1,FALLA_PRESION_HIDRAULICA
PALA-02,83.17,3429.54,1.39,57.2,82.24,1757.0,25.88,148.6,865.9,0,NORMAL
CARG-02,85.48,3212.47,1.71,52.18,80.84,1864.5,26.53,130.72,2996.1,0,NORMAL
CARG-02,85.78,3190.45,3.11,56.75,84.41,1644.9,24.68,182.64,86.8,0,NORMAL
PALA-02,84.58,4320.69,2.26,46.3,81.79,1569.9,26.74,289.22,1825.7,1,FALLA_SOBRECARGA
PALA-01,79.76,3234.01,3.81,60.36,85.86,1949.4,27.1,173.56,3075.5,0,NORMAL
PALA-02,85.22,3320.01,0.8,48.42,81.06,1729.0,26.9,163.09,1494.4,0,NORMAL
PALA-01,83.39,3369.15,1.85,47.19,84.1,1819.1,25.91,216.03,895.8,0,NORMAL
PALA-03,82.6,3109.07,3.05,60.09,82.46,1826.6,24.76,162.43,2210.1,0,NORMAL
CARG-01,79.25,3319.27,0.81,53.99,79.83,1873.5,26.92,203.53,2873.2,0,NORMAL
PALA-03,79.76,3492.91,0.7,52.47,79.26,1755.3,25.77,188.3,2359.1,0,NORMAL
CARG-01,82.33,3077.84,3.0,61.84,86.11,1760.6,25.37,120.69,921.8,0,NORMAL
PALA-02,92.98,3330.98,1.56,57.66,83.5,1779.7,27.16,140.52,482.8,0,NORMAL
PALA-01,83.36,3100.7,2.6,51.75,84.98,1643.0,25.32,150.46,994.7,0,NORMAL
CARG-01,79.25,3433.85,1.02,53.33,86.02,1846.1,26.26,179.07,544.9,0,NORMAL
PALA-02,78.25,3432.14,1.61,59.37,78.93,1651.4,27.82,187.16,3356.7,0,NORMAL
PALA-03,79.79,3186.22,2.26,49.18,79.92,1852.8,25.87,182.87,1319.7,0,NORMAL
PALA-02,91.8,3647.73,1.04,61.22,79.64,1815.4,25.55,132.17,3388.0,0,NORMAL
PALA-01,80.2,3449.19,0.96,51.78,85.12,1455.2,26.81,159.35,2038.5,0,NORMAL
CARG-02,86.08,3377.25,1.99,49.64,81.36,1816.8,26.66,145.36,2432.2,0,NORMAL
PALA-01,80.31,3367.11,0.75,59.43,81.73,1748.0,25.07,172.91,3188.8,0,NORMAL
CARG-02,83.18,3427.11,1.26,57.67,76.78,1880.1,26.44,103.06,3478.0,0,NORMAL
CARG-02,85.56,3070.78,2.9,45.12,84.3,1927.9,27.34,159.16,3324.2,0,NORMAL
CARG-01,79.43,3285.03,2.42,53.47,84.43,1733.3,27.52,98.3,1594.0,0,NORMAL
PALA-03,79.11,3318.97,2.83,48.47,83.24,1762.8,26.19,122.04,2440.0,0,NORMAL
PALA-03,89.46,3177.98,2.35,57.99,81.65,1566.0,26.8,217.13,1390.0,0,NORMAL
CARG-02,86.43,4139.63,0.28,62.6,85.17,1699.8,26.83,372.1,2224.4,1,FALLA_SOBRECARGA
PALA-02,85.56,3471.7,0.89,56.69,80.8,1918.7,27.21,137.23,1851.6,0,NORMAL
PALA-02,85.54,3174.08,1.26,50.2,86.68,1720.0,26.33,177.25,114.1,0,NORMAL
PALA-03,84.07,3240.2,3.86,58.45,83.86,1831.3,27.44,176.86,3037.4,0,NORMAL
PALA-02,91.08,3102.29,10.78,53.75,75.95,1717.4,25.82,207.8,3091.3,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,82.2,2928.34,3.59,53.63,80.47,1706.0,27.02,168.61,1599.5,0,NORMAL
PALA-02,84.6,3390.21,3.41,51.57,82.3,1789.0,25.6,123.32,1239.4,0,NORMAL
PALA-03,75.47,3245.37,2.94,54.52,78.21,1370.5,24.97,131.3,1717.2,0,NORMAL
CARG-02,78.29,3258.56,0.99,53.65,85.32,1764.6,26.89,173.87,1762.5,0,NORMAL
PALA-01,76.6,3072.38,1.82,41.98,73.1,1450.1,28.76,96.04,2231.9,0,NORMAL
CARG-02,87.73,3216.61,1.47,54.13,84.22,1710.1,26.66,99.96,1346.3,0,NORMAL
PALA-03,70.51,3447.39,1.32,53.31,83.76,1619.8,26.23,189.59,837.0,0,NORMAL
CARG-01,80.19,3250.15,3.3,55.73,73.05,1581.4,27.39,252.48,1419.2,0,NORMAL
PALA-03,68.53,3255.25,2.3,43.97,81.41,1897.4,26.04,138.17,1159.3,0,NORMAL
CARG-01,78.26,3287.36,1.52,56.56,79.26,1854.4,24.99,154.36,2010.3,0,NORMAL
PALA-01,79.79,3027.45,3.44,54.14,86.67,1677.3,27.15,157.17,2556.1,0,NORMAL
CARG-01,88.23,3362.49,0.99,56.48,77.65,2005.4,27.64,168.56,2523.4,0,NORMAL
PALA-01,83.78,3024.06,10.84,45.85,84.2,1839.3,26.5,130.06,3103.8,1,FALLA_DESGASTE_RODAMIENTOS
CARG-02,78.25,3080.87,0.63,47.83,84.99,1701.0,26.65,156.4,758.7,0,NORMAL
CARG-02,86.8,3061.14,2.06,44.63,79.43,1493.5,25.91,187.93,1786.4,0,NORMAL
PALA-02,82.08,3218.46,1.09,54.73,86.19,1708.2,26.27,139.76,2203.9,0,NORMAL
PALA-01,82.17,3186.56,1.26,52.27,79.34,1644.2,26.58,160.38,1828.4,0,NORMAL
CARG-01,76.59,3249.78,2.85,53.28,86.33,1664.5,26.44,196.23,2260.3,0,NORMAL
PALA-02,77.54,3087.05,1.36,47.04,91.42,1769.6,26.43,158.87,3007.6,0,NORMAL
CARG-02,78.29,3430.99,0.99,47.95,84.72,1644.6,23.89,106.22,367.3,0,NORMAL
PALA-01,82.21,3400.12,2.46,41.52,83.45,1878.5,26.53,80.41,1336.1,0,NORMAL
PALA-01,82.35,3218.71,2.77,47.27,79.11,1656.4,25.34,120.03,1793.5,0,NORMAL
CARG-02,88.95,3163.89,0.59,50.75,88.43,1597.3,26.78,201.41,1855.2,0,NORMAL
PALA-03,83.73,3145.72,3.97,51.01,84.55,1797.9,27.25,150.88,92.2,0,NORMAL
CARG-01,69.82,3194.17,1.46,53.66,79.16,1716.7,26.85,172.15,2040.5,0,NORMAL
PALA-02,83.18,2997.96,1.4,57.81,87.0,1822.6,25.48,205.38,2450.7,0,NORMAL
PALA-03,98.9,3077.27,0.49,50.56,99.33,1740.6,25.73,116.39,1394.3,1,FALLA_TERMICA
PALA-03,77.65,3404.82,2.52,56.44,83.71,1553.3,26.35,253.23,3200.9,0,NORMAL
PALA-03,78.35,3304.33,1.07,57.89,79.36,1756.5,27.08,156.34,2397.4,0,NORMAL
PALA-03,79.01,3544.17,1.55,59.75,77.25,1611.0,27.2,178.75,2224.4,0,NORMAL
PALA-03,75.81,3196.14,2.63,56.45,77.45,1737.6,26.69,135.31,758.0,0,NORMAL
PALA-02,82.92,3184.93,1.55,54.37,79.47,1648.2,25.63,126.2,3434.8,0,NORMAL
PALA-02,75.65,3176.58,1.45,48.6,83.05,1695.3,27.34,160.88,1654.5,0,NORMAL
CARG-01,83.61,3192.55,1.82,55.36,79.81,1725.2,26.38,138.65,171.1,0,NORMAL
PALA-01,92.07,3131.21,2.4,52.12,77.83,1808.1,26.08,163.2,305.6,0,NORMAL
PALA-03,76.02,3298.78,3.0,60.88,77.2,1653.8,26.01,85.47,1209.1,0,NORMAL
PALA-01,80.72,3255.24,0.63,54.46,86.07,1385.3,25.18,111.91,192.4,0,NORMAL
PALA-03,70.64,3158.22,2.93,53.2,80.51,1605.2,27.28,141.9,631.4,0,NORMAL
CARG-01,80.65,3475.21,2.75,61.08,73.17,1736.0,26.3,120.17,2388.6,0,NORMAL
PALA-01,84.89,3591.38,1.32,51.59,80.97,1861.8,25.85,266.39,1231.9,0,NORMAL
PALA-01,85.24,3459.98,2.28,53.98,79.34,1756.0,26.89,166.39,1470.9,0,NORMAL
PALA-01,82.35,3350.46,2.15,64.05,81.82,1839.5,27.03,169.35,3336.9,0,NORMAL
PALA-03,86.0,3387.12,2.49,55.33,78.73,1738.9,17.68,121.78,2277.3,1,FALLA_ELECTRICA
CARG-01,93.46,3584.15,2.05,59.63,86.15,1746.2,27.64,135.6,1056.7,0,NORMAL
PALA-01,89.71,3386.86,0.86,61.52,80.39,1691.0,28.18,142.38,1225.7,0,NORMAL
CARG-01,79.65,3144.67,2.41,51.24,80.16,1845.9,26.48,200.15,3312.0,0,NORMAL
PALA-02,75.47,3320.61,1.1,58.54,79.74,1917.5,26.59,110.36,1588.4,0,NORMAL
PALA-02,80.17,3362.72,3.32,52.34,82.89,1604.2,28.31,148.01,1558.8,0,NORMAL
CARG-02,77.74,3070.95,5.07,64.2,82.58,1747.0,25.53,175.45,998.2,0,NORMAL
PALA-02,84.03,3198.71,1.8,61.22,79.44,1577.0,25.98,79.11,1156.6,0,NORMAL
PALA-02,76.68,3448.07,0.91,57.72,81.1,1920.6,26.87,101.83,2666.2,0,NORMAL
PALA-01,81.67,2921.77,1.32,59.22,79.99,1740.5,27.32,110.87,2854.2,0,NORMAL
PALA-01,85.77,1901.29,3.38,23.6,84.4,1717.6,26.43,153.52,890.4,1,FALLA_PRESION_HIDRAULICA
PALA-02,81.55,3218.25,2.9,62.59,75.84,1583.4,25.75,144.05,3288.8,0,NORMAL
PALA-01,77.74,3313.66,2.65,49.48,79.64,1693.0,27.43,192.55,1146.8,0,NORMAL
PALA-03,87.29,3005.63,3.64,56.04,80.22,1710.9,26.39,82.31,2499.7,0,NORMAL
PALA-02,73.54,3227.18,1.28,50.43,86.58,1591.1,26.4,145.49,2184.5,0,NORMAL
PALA-03,80.52,2034.11,1.86,29.06,85.7,1738.1,27.14,201.14,152.4,1,FALLA_PRESION_HIDRAULICA
PALA-01,81.81,3262.36,1.43,62.73,82.57,1617.0,27.6,104.9,3021.6,0,NORMAL
PALA-02,82.07,3419.04,2.2,56.26,77.02,1772.2,26.59,155.95,2227.8,0,NORMAL
PALA-03,82.81,3143.42,2.7,55.58,81.23,1601.7,26.78,186.27,2048.8,0,NORMAL
CARG-02,84.75,3104.21,1.36,53.43,88.52,1738.9,27.24,209.26,1955.0,0,NORMAL
PALA-01,81.84,2485.02,3.33,22.61,80.41,1696.8,26.22,116.11,2344.6,1,FALLA_PRESION_HIDRAULICA
CARG-02,80.34,3316.47,1.45,52.32,81.51,1756.2,25.96,173.03,334.5,0,NORMAL
PALA-03,80.17,3036.59,1.95,62.17,81.75,1739.9,26.11,161.43,2663.4,0,NORMAL
PALA-03,79.25,3105.85,3.05,57.97,77.6,1731.4,25.66,123.66,1103.7,0,NORMAL
PALA-03,85.54,3531.62,2.56,52.26,77.76,1631.2,25.53,116.87,1504.6,0,NORMAL
PALA-01,79.09,3083.58,1.7,54.3,77.76,1786.5,28.18,115.73,192.5,0,NORMAL
PALA-01,85.81,3418.18,2.46,68.58,79.81,1754.5,25.68,289.95,524.9,0,NORMAL
PALA-03,82.09,3163.93,9.66,55.36,82.77,1796.5,26.62,201.28,3352.1,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,79.65,3249.43,2.16,61.26,81.68,1717.0,26.33,162.4,1314.8,0,NORMAL
CARG-02,84.78,2383.36,2.06,27.74,83.03,1698.5,27.24,130.45,2559.3,1,FALLA_PRESION_HIDRAULICA
PALA-02,78.73,2871.82,0.73,56.37,89.64,1598.2,26.49,179.66,1337.4,0,NORMAL
PALA-01,84.87,2986.71,1.76,50.88,91.38,1640.7,27.51,117.41,3045.6,0,NORMAL
CARG-01,82.96,3265.54,2.36,51.32,81.38,1663.2,26.3,171.39,1741.6,0,NORMAL
PALA-02,79.32,3119.62,4.66,57.97,84.69,1835.4,26.6,189.28,1161.0,0,NORMAL
PALA-03,84.38,3429.38,1.81,49.52,83.64,1570.7,27.0,154.37,2772.8,0,NORMAL
PALA-03,84.46,2960.9,3.64,48.04,85.31,1559.3,26.56,139.0,2012.5,0,NORMAL
CARG-02,87.21,3351.75,1.38,57.43,85.17,1711.5,26.82,141.97,1995.2,0,NORMAL
CARG-01,86.35,3002.28,3.44,51.56,78.89,1628.0,26.63,193.93,2542.9,0,NORMAL
PALA-03,84.21,3186.62,4.68,52.6,88.93,1674.1,25.27,158.33,3458.3,0,NORMAL
PALA-03,95.9,3058.41,0.63,44.99,107.94,1667.2,27.01,217.92,1331.4,1,FALLA_TERMICA
CARG-02,93.02,3592.44,1.17,47.65,84.87,1644.3,27.34,96.05,1890.0,0,NORMAL
PALA-02,75.68,3008.89,1.91,55.1,83.74,1628.4,26.3,115.61,1071.8,0,NORMAL
PALA-01,86.27,3228.03,0.56,52.83,82.59,1608.2,26.24,162.93,1388.4,0,NORMAL
PALA-02,83.94,2939.17,1.31,58.55,81.82,1675.7,26.63,175.81,265.1,0,NORMAL
PALA-01,76.72,3537.92,2.0,49.5,84.15,1544.5,27.96,157.64,1425.4,0,NORMAL
PALA-03,81.44,3322.23,0.77,53.17,82.02,1792.7,26.17,209.08,723.1,0,NORMAL
PALA-03,81.65,3274.66,0.73,54.23,82.51,1613.9,26.9,126.94,2150.3,0,NORMAL
PALA-03,87.88,3515.38,0.96,52.98,81.09,1774.4,26.26,160.58,198.2,0,NORMAL
PALA-01,78.79,3276.54,1.25,56.99,80.47,1640.9,26.88,197.94,494.5,0,NORMAL
CARG-01,80.82,3289.52,3.29,48.57,88.66,1844.5,25.38,222.36,1903.7,0,NORMAL
PALA-02,71.49,3273.71,1.55,56.56,81.84,1724.8,27.84,152.84,1462.7,0,NORMAL
PALA-03,89.81,3351.45,2.52,59.7,79.86,1590.8,26.69,253.96,1460.3,0,NORMAL
PALA-03,77.18,3161.36,1.69,49.88,82.16,2019.8,26.18,163.23,1918.0,0,NORMAL
PALA-02,83.47,3211.43,1.53,56.0,76.67,1669.9,26.2,219.41,848.1,0,NORMAL
PALA-01,81.54,3395.86,2.43,55.79,85.27,1653.2,26.62,147.94,547.2,0,NORMAL
PALA-01,81.56,3299.93,7.3,56.94,81.55,1661.4,28.0,154.61,3013.7,1,FALLA_DESGASTE_RODAMIENTOS
CARG-01,85.64,3229.44,2.4,54.01,80.19,1767.8,27.64,200.99,3084.6,0,NORMAL
CARG-02,89.52,2997.91,2.5,61.09,79.78,1545.7,26.18,188.65,2722.1,0,NORMAL
PALA-03,83.13,3519.65,1.17,64.55,75.19,1736.3,26.48,159.39,1331.7,0,NORMAL
PALA-01,84.95,3130.94,3.37,57.13,88.81,1517.8,26.52,123.48,1000.1,0,NORMAL
PALA-02,83.48,3427.7,3.61,55.57,82.3,1711.2,24.84,251.9,1840.9,0,NORMAL
CARG-01,86.58,3281.64,0.61,54.07,88.75,1855.2,26.22,150.43,342.7,0,NORMAL
CARG-01,79.92,3017.18,2.8,47.43,80.5,1653.4,26.57,162.48,3215.6,0,NORMAL
PALA-01,86.84,3475.41,2.47,46.86,83.36,1826.5,25.67,92.6,2038.4,0,NORMAL
PALA-01,106.04,3295.82,0.69,48.23,106.03,1519.7,27.78,140.41,3262.4,1,FALLA_TERMICA
CARG-01,86.87,3490.36,1.95,55.33,83.5,1645.4,25.5,191.1,3312.4,0,NORMAL
PALA-02,79.03,3217.17,10.91,53.04,79.73,1573.1,25.59,154.95,3309.0,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,81.24,3376.73,1.07,61.64,74.45,1949.0,26.95,252.82,1766.9,0,NORMAL
PALA-01,83.08,2932.75,1.26,41.47,90.56,1671.1,26.62,170.19,1094.7,0,NORMAL
PALA-03,75.83,3159.96,1.49,54.2,78.61,1641.9,26.04,139.28,2874.5,0,NORMAL
CARG-02,89.18,3020.86,1.72,56.17,91.68,1689.1,27.21,219.9,3316.3,0,NORMAL
CARG-02,81.94,3182.54,1.31,58.49,79.12,1720.8,26.6,245.89,659.0,0,NORMAL
PALA-03,83.28,3334.93,1.32,54.72,87.05,1675.5,27.88,207.17,2754.0,0,NORMAL
PALA-03,79.4,3141.18,0.58,55.82,83.87,1577.1,24.98,164.73,680.8,0,NORMAL
PALA-01,76.03,3405.49,2.91,54.88,84.06,1881.9,25.98,153.58,666.6,0,NORMAL
PALA-03,79.28,3095.81,1.48,56.2,79.02,1850.6,27.72,102.58,956.2,0,NORMAL
PALA-02,82.99,2026.48,1.89,28.17,79.91,1760.0,26.78,172.44,2436.7,1,FALLA_PRESION_HIDRAULICA
PALA-03,85.03,2398.75,3.66,42.19,79.96,1753.6,26.32,173.86,292.0,1,FALLA_PRESION_HIDRAULICA
PALA-02,82.73,2309.67,0.9,28.13,82.1,1745.8,26.08,120.1,1153.3,1,FALLA_PRESION_HIDRAULICA
PALA-01,83.56,3188.05,1.54,54.99,80.66,1665.2,26.68,162.71,1860.9,0,NORMAL
PALA-01,80.48,2867.42,2.42,50.31,79.37,1652.2,25.48,199.21,2798.6,0,NORMAL
PALA-02,84.23,3354.79,10.75,52.29,77.74,1911.3,25.25,150.13,3452.1,1,FALLA_DESGASTE_RODAMIENTOS
PALA-01,88.67,3227.46,1.12,61.55,78.13,1795.0,26.85,171.38,1768.3,0,NORMAL
PALA-01,85.17,3073.89,2.1,41.58,83.13,1560.4,27.08,89.68,2220.9,0,NORMAL
CARG-02,85.64,3149.87,0.97,54.28,78.19,1665.8,27.15,223.77,934.4,0,NORMAL
PALA-02,83.32,3508.2,1.06,53.88,76.6,1778.5,26.06,136.57,3258.2,0,NORMAL
PALA-03,75.24,3045.28,0.9,56.5,81.56,1764.2,26.02,149.63,1298.1,0,NORMAL
CARG-02,77.3,3334.3,3.28,55.33,72.27,1783.4,26.4,169.09,2628.6,0,NORMAL
CARG-02,84.05,3289.23,1.5,61.58,80.97,1541.7,25.61,153.13,2351.7,0,NORMAL
PALA-03,81.95,3185.67,3.72,54.49,81.32,1758.4,26.93,193.63,2264.0,0,NORMAL
CARG-01,83.98,3366.02,1.17,53.68,83.25,1853.9,26.16,147.05,1459.0,0,NORMAL
PALA-02,89.54,3543.8,2.47,58.76,82.36,1539.4,26.35,139.71,3036.2,0,NORMAL
PALA-02,85.27,3196.73,1.13,61.66,75.89,1928.8,26.26,192.67,2754.2,0,NORMAL
PALA-02,87.66,3206.23,1.69,57.43,80.26,1759.6,26.81,64.4,1995.5,0,NORMAL
PALA-03,82.43,3361.97,0.5,59.06,83.61,1733.2,26.63,115.36,1130.1,0,NORMAL
PALA-03,78.37,3415.28,2.53,52.91,82.67,1605.8,27.93,168.49,1978.9,0,NORMAL
PALA-02,81.74,3227.01,1.57,54.63,77.87,1643.6,26.09,189.33,349.3,0,NORMAL
PALA-01,78.38,3195.03,1.58,61.43,82.66,1674.7,27.83,189.64,1919.1,0,NORMAL
PALA-03,89.01,2850.82,1.48,56.63,84.66,1548.9,24.95,64.69,2462.9,0,NORMAL
PALA-01,85.56,3109.96,2.23,52.79,77.09,1682.2,26.79,143.06,3228.1,0,NORMAL
PALA-03,84.34,3044.92,1.43,54.16,73.16,1612.9,25.13,190.11,2527.5,0,NORMAL
PALA-03,87.56,3373.23,1.99,59.19,88.1,1802.0,25.58,124.06,858.5,0,NORMAL
CARG-01,72.91,3206.1,1.15,59.63,82.26,1354.5,25.62,151.83,228.4,0,NORMAL
CARG-01,84.65,3199.06,2.91,49.79,79.17,1690.4,25.56,175.79,1034.8,0,NORMAL
CARG-02,76.1,3248.37,1.34,55.81,79.03,1603.9,25.91,162.29,1419.5,0,NORMAL
PALA-02,81.97,3093.37,2.02,53.96,81.59,1720.3,28.16,177.12,98.8,0,NORMAL
CARG-01,80.6,3529.58,3.74,53.67,85.16,2002.5,25.7,153.95,3313.8,0,NORMAL
PALA-03,84.98,3483.67,2.14,60.65,74.96,1920.9,25.11,179.94,2069.5,0,NORMAL
PALA-01,83.03,3541.26,2.59,52.81,79.4,1660.6,26.79,180.76,3310.6,0,NORMAL
PALA-01,88.05,3373.02,2.2,51.12,87.62,1697.7,26.59,189.89,1248.8,0,NORMAL
PALA-02,79.29,3244.69,2.02,49.93,84.3,1619.5,28.17,187.9,2525.9,0,NORMAL
PALA-02,85.19,3540.65,1.78,53.13,83.96,1701.9,26.37,194.48,2264.2,0,NORMAL
PALA-03,82.73,3127.43,0.84,50.32,82.63,1808.3,24.57,143.09,893.4,0,NORMAL
CARG-01,74.64,3093.18,1.4,49.68,82.24,1562.4,26.06,145.05,993.9,0,NORMAL
PALA-01,77.87,3141.73,1.1,49.55,79.13,1908.0,26.04,167.07,1443.6,0,NORMAL
PALA-01,81.33,4136.51,1.61,49.85,78.77,1829.7,25.41,407.11,720.7,1,FALLA_SOBRECARGA
CARG-02,87.01,3112.82,0.87,50.2,84.22,1824.5,25.95,167.99,1187.2,0,NORMAL
PALA-01,84.09,3222.03,1.72,56.0,78.84,1765.9,26.28,218.72,2020.4,0,NORMAL
PALA-02,76.75,2961.67,3.48,44.2,82.14,1611.6,26.35,211.81,891.0,0,NORMAL
PALA-03,81.37,3336.6,3.5,50.49,81.61,1841.5,25.3,212.05,1040.5,0,NORMAL
PALA-03,114.4,2976.92,2.44,53.5,106.62,1681.6,26.89,209.43,3141.4,1,FALLA_TERMICA
PALA-01,82.5,3082.21,1.39,59.74,80.36,1517.4,27.71,126.8,1677.6,0,NORMAL
PALA-01,80.53,3469.09,1.72,52.77,85.67,1729.5,26.62,122.24,2493.9,0,NORMAL
PALA-01,84.21,3462.46,2.95,53.23,83.83,1580.9,27.29,129.87,979.6,0,NORMAL
PALA-03,85.44,3317.38,1.98,53.56,80.53,1647.4,26.55,199.15,2105.9,0,NORMAL
PALA-03,79.95,3299.62,4.44,44.88,76.02,1804.8,25.56,150.33,2407.8,0,NORMAL
PALA-01,84.26,3154.43,2.48,57.3,80.79,1705.6,26.62,138.96,1096.6,0,NORMAL
PALA-03,80.52,3110.88,2.42,57.09,84.6,1715.5,26.0,145.4,1559.7,0,NORMAL
CARG-01,85.24,3184.8,2.29,58.07,76.1,1860.2,25.51,176.74,2957.5,0,NORMAL
PALA-01,82.76,2977.54,1.96,66.53,84.34,1449.3,26.34,135.62,2478.2,0,NORMAL
PALA-02,84.17,3295.44,1.97,47.51,86.37,1855.0,27.06,142.47,3134.3,0,NORMAL
PALA-03,78.58,3258.79,2.09,46.56,81.38,1737.7,26.13,149.35,688.5,0,NORMAL
PALA-02,78.3,3081.98,2.11,57.53,84.65,1711.7,27.95,192.12,2372.3,0,NORMAL
PALA-02,86.25,3532.36,0.87,52.31,81.56,1715.5,27.16,101.94,103.2,0,NORMAL
PALA-03,81.64,3359.24,0.45,49.07,83.29,1796.8,25.96,160.31,881.4,0,NORMAL
CARG-02,83.28,3374.53,1.18,52.59,86.97,1843.1,25.94,147.5,252.1,0,NORMAL
CARG-01,80.62,3162.28,1.51,50.91,74.78,1691.6,28.12,181.28,2661.2,0,NORMAL
PALA-03,86.04,3249.76,3.4,62.62,77.94,1703.9,26.13,156.0,1793.1,0,NORMAL
CARG-01,79.26,3362.93,2.88,65.31,86.0,1793.1,26.69,127.87,1789.3,0,NORMAL
PALA-02,81.39,3277.5,1.19,45.82,86.74,1468.2,26.74,235.23,1451.9,0,NORMAL
PALA-03,85.54,3538.34,1.57,46.62,75.37,1708.2,25.02,214.06,247.5,0,NORMAL
PALA-02,87.28,3213.32,1.61,50.2,87.25,1779.8,25.03,168.6,2679.4,0,NORMAL
PALA-01,79.64,3159.18,4.68,50.55,70.71,1660.8,27.09,180.72,2523.5,0,NORMAL
CARG-01,90.82,3364.17,2.12,50.12,83.5,1624.2,25.56,133.93,2520.0,0,NORMAL
PALA-03,83.41,3022.36,4.5,53.03,81.88,1701.7,26.41,167.31,3480.1,0,NORMAL
PALA-02,77.31,3416.37,2.48,51.77,78.07,1649.8,25.19,252.94,2942.3,0,NORMAL
CARG-02,83.66,3015.87,2.12,47.23,78.31,1690.5,26.14,203.4,970.7,0,NORMAL
PALA-01,80.28,3364.95,0.53,48.87,78.46,1663.3,26.57,123.04,552.4,0,NORMAL
PALA-02,83.95,3133.31,1.78,61.73,80.18,1907.4,24.75,174.16,1601.4,0,NORMAL
PALA-01,81.81,3335.79,2.72,52.21,88.94,1583.3,26.44,162.86,2923.4,0,NORMAL
CARG-01,82.33,3413.32,1.41,51.96,84.29,1820.2,26.49,178.22,596.1,0,NORMAL
CARG-01,77.9,3277.62,3.44,46.4,86.74,1649.5,26.03,222.37,2726.8,0,NORMAL
PALA-02,86.46,3034.07,3.39,51.68,79.71,1759.1,25.52,128.16,3290.9,0,NORMAL
PALA-03,76.8,3088.58,0.71,58.8,81.92,1797.6,26.1,152.93,528.3,0,NORMAL
PALA-02,77.01,3118.84,0.7,56.98,76.71,1903.6,26.1,120.67,2406.7,0,NORMAL
CARG-01,83.65,2908.9,3.77,58.06,79.89,1767.2,27.94,167.52,791.4,0,NORMAL
PALA-02,89.21,3452.95,1.22,47.98,78.79,1672.4,26.3,163.77,3485.0,0,NORMAL
PALA-02,80.41,3269.82,1.27,47.9,82.95,1727.9,26.03,232.91,3125.2,0,NORMAL
CARG-02,85.15,3045.61,0.77,59.67,78.17,1950.2,26.3,130.21,1331.3,0,NORMAL
PALA-02,86.83,3512.02,1.54,58.13,77.65,1739.6,26.74,191.71,201.3,0,NORMAL
PALA-01,85.67,3123.76,1.52,52.71,82.59,1563.1,26.71,68.26,205.8,0,NORMAL
PALA-03,80.6,3295.1,1.34,58.27,80.79,1674.0,26.76,227.65,1748.9,0,NORMAL
CARG-02,77.09,3101.45,3.88,47.99,78.2,1670.9,26.88,161.01,3353.5,0,NORMAL
PALA-02,72.07,2886.71,3.76,47.78,77.61,1807.6,25.23,164.88,2969.6,0,NORMAL
PALA-01,80.82,3004.4,1.75,45.91,78.2,1573.4,26.81,152.2,1702.0,0,NORMAL
PALA-02,87.3,3169.27,3.16,55.81,84.26,1659.1,26.55,176.57,796.9,0,NORMAL
PALA-03,76.94,3411.69,2.11,55.08,82.67,1745.6,25.9,139.19,278.8,0,NORMAL
PALA-01,85.15,3312.38,3.21,51.39,77.98,1686.3,26.49,165.04,1378.0,0,NORMAL
PALA-03,77.72,3275.24,4.09,50.1,78.14,1730.9,26.31,207.2,2866.5,0,NORMAL
CARG-02,82.48,2888.2,1.94,66.07,76.41,1737.7,26.38,146.35,1723.6,0,NORMAL
PALA-02,85.19,3478.62,0.23,52.7,79.43,1745.7,26.54,149.38,1685.4,0,NORMAL
PALA-02,79.03,3290.26,3.22,60.94,81.49,1608.8,25.06,150.17,1692.0,0,NORMAL
PALA-02,82.77,3228.5,1.34,53.27,77.48,1815.7,26.61,193.53,779.0,0,NORMAL
PALA-01,80.13,3453.84,2.83,51.5,89.75,1655.8,26.92,154.69,2849.5,0,NORMAL
CARG-02,85.17,3474.55,5.35,61.08,83.5,1718.6,26.6,144.41,2648.6,0,NORMAL
PALA-02,110.28,3457.83,1.94,57.95,107.4,1574.6,25.82,166.28,1081.8,1,FALLA_TERMICA
PALA-02,82.25,3205.52,3.88,53.88,81.34,1724.8,25.71,197.21,684.0,0,NORMAL
PALA-03,89.01,3069.37,2.86,59.67,75.43,1742.8,26.55,114.37,2771.6,0,NORMAL
PALA-02,84.98,2086.18,3.71,44.91,76.2,1724.3,27.04,186.17,3421.7,1,FALLA_PRESION_HIDRAULICA
PALA-03,78.89,3004.29,2.64,50.34,86.29,1626.4,27.45,172.35,528.9,0,NORMAL
PALA-01,81.61,3600.51,2.49,56.36,87.54,1855.4,27.01,173.88,599.7,0,NORMAL
CARG-01,81.66,3255.04,2.41,51.95,72.14,1790.0,26.81,160.66,2086.4,0,NORMAL
